RECHTSTRAEGER;QUARTAL;BEKANNTGABE;MEDIUM_MEDIENINHABER;EURO
User 894;19974;6;Movie 1379;4
User 744;19974;6;Movie 9;3
User 918;19982;6;Movie 64;4
User 790;19981;6;Movie 51;3
User 860;19974;6;Movie 311;4
User 872;19981;6;Movie 350;3
User 693;19973;6;Movie 191;2
User 769;19981;6;Movie 235;3
User 233;19974;6;Movie 70;5
User 749;19974;6;Movie 740;3
User 660;19981;6;Movie 742;2
User 611;19982;6;Movie 288;3
User 234;19982;6;Movie 641;4
User 751;19981;6;Movie 382;3
User 932;19981;6;Movie 489;4
User 684;19974;6;Movie 483;5
User 59;19981;6;Movie 1074;4
User 877;19974;6;Movie 582;2
User 804;19974;6;Movie 123;4
User 551;19982;6;Movie 209;5
User 313;19981;6;Movie 232;3
User 883;19982;6;Movie 89;5
User 942;19981;6;Movie 172;5
User 886;19974;6;Movie 1231;3
User 938;19981;6;Movie 300;3
User 287;19973;6;Movie 64;5
User 712;19973;6;Movie 417;4
User 207;19974;6;Movie 597;3
User 669;19982;6;Movie 482;4
User 795;19974;6;Movie 588;5
User 389;19974;6;Movie 1121;4
User 805;19974;6;Movie 806;4
User 406;19974;6;Movie 513;5
User 151;19974;6;Movie 427;5
User 795;19974;6;Movie 257;3
User 747;19981;6;Movie 1134;5
User 201;19981;6;Movie 1398;4
User 342;19973;6;Movie 1012;4
User 660;19981;6;Movie 238;3
User 853;19974;6;Movie 332;3
User 883;19982;6;Movie 770;4
User 215;19982;6;Movie 54;4
User 553;19974;6;Movie 528;3
User 101;19974;6;Movie 866;4
User 551;19982;6;Movie 1253;2
User 303;19974;6;Movie 993;2
User 303;19974;6;Movie 514;5
User 811;19981;6;Movie 307;4
User 932;19981;6;Movie 1050;4
User 684;19974;6;Movie 411;3
User 650;19981;6;Movie 133;4
User 713;19981;6;Movie 750;3
User 314;19974;6;Movie 949;4
User 737;19981;6;Movie 474;5
User 704;19982;6;Movie 173;4
User 692;19974;6;Movie 411;4
User 862;19974;6;Movie 597;3
User 159;19974;6;Movie 591;4
User 758;19974;6;Movie 91;4
User 731;19981;6;Movie 482;3
User 933;19973;6;Movie 209;2
User 588;19981;6;Movie 380;3
User 806;19974;6;Movie 521;3
User 561;19981;6;Movie 470;3
User 332;19981;6;Movie 769;3
User 567;19974;6;Movie 657;5
User 889;19974;6;Movie 71;3
User 269;19982;6;Movie 717;1
User 931;19981;6;Movie 312;4
User 894;19974;6;Movie 471;4
User 846;19981;6;Movie 69;5
User 622;19974;6;Movie 1060;3
User 718;19974;6;Movie 685;4
User 805;19974;6;Movie 195;3
User 474;19981;6;Movie 423;5
User 458;19981;6;Movie 845;3
User 472;19974;6;Movie 421;5
User 97;19981;6;Movie 173;3
User 42;19974;6;Movie 111;1
User 489;19982;6;Movie 299;2
User 408;19981;6;Movie 272;4
User 858;19974;6;Movie 690;3
User 436;19981;6;Movie 925;4
User 838;19981;6;Movie 128;4
User 889;19974;6;Movie 150;5
User 435;19981;6;Movie 472;2
User 894;19974;6;Movie 275;4
User 494;19974;6;Movie 181;4
User 703;19973;6;Movie 123;4
User 435;19981;6;Movie 501;3
User 334;19982;6;Movie 761;2
User 326;19974;6;Movie 520;5
User 805;19974;6;Movie 568;3
User 26;19981;6;Movie 751;4
User 896;19981;6;Movie 497;3
User 532;19981;6;Movie 549;5
User 379;19974;6;Movie 94;5
User 314;19974;6;Movie 756;3
User 926;19981;6;Movie 300;3
User 889;19974;6;Movie 734;3
User 577;19974;6;Movie 768;3
User 557;19974;6;Movie 246;5
User 737;19981;6;Movie 11;3
User 481;19981;6;Movie 663;4
User 823;19974;6;Movie 69;5
User 504;19981;6;Movie 364;2
User 44;19974;6;Movie 328;4
User 716;19974;6;Movie 432;5
User 601;19974;6;Movie 325;4
User 496;19974;6;Movie 559;5
User 14;19981;6;Movie 654;4
User 870;19974;6;Movie 79;4
User 200;19981;6;Movie 470;4
User 721;19974;6;Movie 991;3
User 659;19982;6;Movie 479;5
User 176;19981;6;Movie 340;5
User 553;19974;6;Movie 81;3
User 893;19973;6;Movie 411;3
User 731;19981;6;Movie 66;4
User 573;19981;6;Movie 179;4
User 738;19973;6;Movie 659;4
User 402;19974;6;Movie 228;3
User 664;19974;6;Movie 53;3
User 716;19974;6;Movie 208;5
User 877;19974;6;Movie 203;4
User 821;19973;6;Movie 56;5
User 833;19973;6;Movie 177;5
User 883;19982;6;Movie 86;3
User 288;19981;6;Movie 199;4
User 909;19982;6;Movie 682;3
User 721;19974;6;Movie 678;3
User 882;19974;6;Movie 684;3
User 721;19974;6;Movie 423;5
User 902;19974;6;Movie 294;2
User 891;19982;6;Movie 25;5
User 835;19981;6;Movie 294;3
User 670;19974;6;Movie 603;5
User 453;19974;6;Movie 120;1
User 878;19974;6;Movie 517;4
User 918;19982;6;Movie 638;4
User 8;19974;6;Movie 510;4
User 224;19981;6;Movie 991;1
User 379;19974;6;Movie 181;4
User 567;19974;6;Movie 527;3
User 876;19974;6;Movie 276;4
User 932;19981;6;Movie 428;4
User 653;19974;6;Movie 581;1
User 301;19974;6;Movie 69;5
User 798;19974;6;Movie 1469;3
User 573;19981;6;Movie 286;3
User 711;19974;6;Movie 736;5
User 409;19974;6;Movie 538;3
User 496;19974;6;Movie 721;5
User 56;19982;6;Movie 225;2
User 679;19981;6;Movie 50;5
User 862;19974;6;Movie 173;5
User 191;19982;6;Movie 315;5
User 909;19982;6;Movie 165;5
User 314;19974;6;Movie 1217;2
User 690;19974;6;Movie 202;2
User 698;19981;6;Movie 499;3
User 648;19981;6;Movie 205;3
User 868;19974;6;Movie 233;2
User 116;19981;6;Movie 56;5
User 889;19974;6;Movie 327;3
User 425;19974;6;Movie 92;5
User 719;19974;6;Movie 285;4
User 731;19981;6;Movie 207;4
User 524;19981;6;Movie 708;4
User 286;19974;6;Movie 274;2
User 553;19974;6;Movie 498;4
User 913;19974;6;Movie 302;4
User 429;19974;6;Movie 596;3
User 90;19982;6;Movie 1192;5
User 291;19973;6;Movie 223;5
User 479;19981;6;Movie 137;4
User 897;19974;6;Movie 205;3
User 341;19981;6;Movie 299;5
User 676;19982;6;Movie 687;1
User 405;19981;6;Movie 209;3
User 345;19981;6;Movie 38;2
User 637;19974;6;Movie 246;2
User 295;19974;6;Movie 461;5
User 130;19974;6;Movie 419;5
User 270;19974;6;Movie 234;5
User 655;19981;6;Movie 411;3
User 514;19973;6;Movie 24;3
User 726;19981;6;Movie 323;3
User 487;19981;6;Movie 720;4
User 721;19974;6;Movie 660;5
User 763;19974;6;Movie 1101;3
User 432;19981;6;Movie 827;3
User 925;19981;6;Movie 299;3
User 425;19974;6;Movie 1416;3
User 748;19974;6;Movie 234;4
User 914;19981;6;Movie 692;3
User 416;19982;6;Movie 302;5
User 712;19973;6;Movie 588;4
User 918;19982;6;Movie 213;5
User 291;19973;6;Movie 27;3
User 285;19981;6;Movie 183;4
User 751;19981;6;Movie 558;3
User 387;19981;6;Movie 175;5
User 650;19982;6;Movie 506;3
User 665;19981;6;Movie 98;4
User 425;19974;6;Movie 294;2
User 222;19974;6;Movie 17;2
User 1;19974;6;Movie 43;4
User 716;19974;6;Movie 185;5
User 828;19981;6;Movie 275;3
User 405;19981;6;Movie 856;1
User 178;19974;6;Movie 993;5
User 822;19981;6;Movie 25;3
User 592;19981;6;Movie 1022;5
User 535;19974;6;Movie 86;4
User 668;19974;6;Movie 50;5
User 666;19974;6;Movie 194;3
User 943;19973;6;Movie 127;5
User 865;19974;6;Movie 294;4
User 926;19981;6;Movie 288;3
User 121;19982;6;Movie 12;5
User 707;19974;6;Movie 882;4
User 896;19981;6;Movie 411;2
User 799;19974;6;Movie 174;5
User 851;19974;6;Movie 125;4
User 503;19974;6;Movie 223;5
User 625;19982;6;Movie 751;4
User 880;19974;6;Movie 435;4
User 880;19974;6;Movie 1013;3
User 697;19974;6;Movie 815;3
User 334;19982;6;Movie 187;4
User 843;19974;6;Movie 185;3
User 870;19974;6;Movie 186;4
User 567;19974;6;Movie 178;4
User 41;19981;6;Movie 194;3
User 666;19974;6;Movie 7;4
User 231;19974;6;Movie 866;3
User 643;19982;6;Movie 197;4
User 586;19981;6;Movie 288;4
User 862;19974;6;Movie 462;4
User 918;19982;6;Movie 606;4
User 155;19974;6;Movie 306;5
User 660;19981;6;Movie 746;4
User 213;19974;6;Movie 627;4
User 291;19973;6;Movie 785;4
User 696;19981;6;Movie 1126;3
User 708;19974;6;Movie 546;3
User 866;19981;6;Movie 887;3
User 298;19981;6;Movie 9;4
User 474;19981;6;Movie 487;4
User 286;19974;6;Movie 123;5
User 902;19974;6;Movie 480;5
User 653;19974;6;Movie 167;2
User 263;19981;6;Movie 434;4
User 788;19974;6;Movie 1112;3
User 854;19974;6;Movie 49;4
User 773;19981;6;Movie 154;5
User 891;19974;6;Movie 1028;3
User 889;19974;6;Movie 271;3
User 229;19982;6;Movie 316;1
User 715;19974;6;Movie 222;3
User 710;19974;6;Movie 135;5
User 325;19982;6;Movie 176;3
User 802;19974;6;Movie 299;4
User 379;19981;6;Movie 1075;3
User 918;19982;6;Movie 16;4
User 269;19982;6;Movie 65;4
User 497;19974;6;Movie 394;3
User 933;19973;6;Movie 80;2
User 405;19981;6;Movie 241;1
User 627;19974;6;Movie 665;3
User 698;19981;6;Movie 257;3
User 878;19974;6;Movie 99;4
User 452;19981;6;Movie 481;5
User 634;19974;6;Movie 109;4
User 718;19974;6;Movie 750;3
User 927;19974;6;Movie 125;4
User 433;19974;6;Movie 457;1
User 793;19973;6;Movie 129;4
User 804;19974;6;Movie 1210;2
User 880;19974;6;Movie 100;5
User 720;19981;6;Movie 262;4
User 43;19974;6;Movie 4;4
User 922;19982;6;Movie 50;5
User 937;19974;6;Movie 224;4
User 569;19974;6;Movie 325;1
User 703;19973;6;Movie 300;4
User 496;19974;6;Movie 651;2
User 805;19974;6;Movie 719;4
User 776;19982;6;Movie 479;4
User 303;19974;6;Movie 997;2
User 716;19974;6;Movie 399;3
User 188;19973;6;Movie 455;4
User 892;19981;6;Movie 588;5
User 308;19981;6;Movie 546;3
User 724;19981;6;Movie 893;3
User 751;19981;6;Movie 111;3
User 459;19974;6;Movie 455;2
User 722;19981;6;Movie 628;4
User 864;19981;6;Movie 191;4
User 533;19974;6;Movie 215;4
User 484;19981;6;Movie 22;5
User 810;19981;6;Movie 269;5
User 557;19974;6;Movie 176;4
User 720;19981;6;Movie 310;4
User 524;19981;6;Movie 796;3
User 740;19974;6;Movie 302;5
User 736;19974;6;Movie 127;4
User 719;19981;6;Movie 88;3
User 641;19974;6;Movie 134;5
User 691;19973;6;Movie 500;3
User 210;19981;6;Movie 302;5
User 927;19974;6;Movie 739;3
User 687;19981;6;Movie 313;5
User 938;19981;6;Movie 873;3
User 601;19974;6;Movie 168;5
User 870;19974;6;Movie 949;3
User 77;19981;6;Movie 156;4
User 885;19981;6;Movie 451;2
User 378;19974;6;Movie 531;4
User 829;19982;6;Movie 124;4
User 749;19974;6;Movie 357;4
User 655;19981;6;Movie 863;3
User 303;19974;6;Movie 83;5
User 81;19974;6;Movie 116;3
User 92;19973;6;Movie 707;4
User 421;19982;6;Movie 98;5
User 426;19974;6;Movie 143;3
User 523;19981;6;Movie 732;4
User 902;19974;6;Movie 181;3
User 325;19982;6;Movie 616;4
User 698;19981;6;Movie 404;1
User 491;19981;6;Movie 23;2
User 62;19974;6;Movie 167;2
User 587;19982;6;Movie 289;3
User 268;19974;6;Movie 713;4
User 758;19974;6;Movie 488;3
User 301;19974;6;Movie 117;5
User 474;19981;6;Movie 609;4
User 249;19974;6;Movie 223;4
User 154;19974;6;Movie 187;5
User 708;19974;6;Movie 111;4
User 709;19974;6;Movie 209;3
User 363;19982;6;Movie 12;5
User 620;19981;6;Movie 243;3
User 815;19981;6;Movie 252;2
User 897;19974;6;Movie 133;4
User 90;19982;6;Movie 656;5
User 941;19973;6;Movie 181;5
User 716;19974;6;Movie 1016;3
User 806;19974;6;Movie 168;4
User 54;19974;6;Movie 823;2
User 826;19981;6;Movie 1222;3
User 486;19974;6;Movie 685;3
User 889;19974;6;Movie 546;4
User 747;19981;6;Movie 845;2
User 655;19981;6;Movie 742;3
User 932;19981;6;Movie 175;4
User 497;19974;6;Movie 29;4
User 271;19981;6;Movie 9;4
User 894;19974;6;Movie 1381;3
User 705;19974;6;Movie 62;5
User 214;19982;6;Movie 253;5
User 843;19974;6;Movie 53;2
User 847;19974;6;Movie 99;2
User 699;19974;6;Movie 288;3
User 885;19981;6;Movie 278;3
User 764;19974;6;Movie 1;4
User 239;19981;6;Movie 633;5
User 889;19974;6;Movie 95;4
User 416;19974;6;Movie 742;4
User 169;19981;6;Movie 199;4
User 749;19974;6;Movie 99;5
User 716;19974;6;Movie 216;5
User 268;19974;6;Movie 273;3
User 128;19974;6;Movie 186;5
User 831;19981;6;Movie 1012;4
User 648;19974;6;Movie 121;5
User 597;19973;6;Movie 688;4
User 902;19974;6;Movie 304;3
User 268;19973;6;Movie 210;3
User 359;19981;6;Movie 930;4
User 890;19974;6;Movie 230;3
User 828;19981;6;Movie 271;2
User 899;19981;6;Movie 283;4
User 130;19974;6;Movie 404;5
User 846;19981;6;Movie 1004;3
User 790;19981;6;Movie 763;3
User 276;19981;6;Movie 902;4
User 379;19974;6;Movie 185;5
User 677;19981;6;Movie 742;4
User 748;19974;6;Movie 132;3
User 747;19981;6;Movie 69;5
User 933;19973;6;Movie 475;2
User 893;19973;6;Movie 172;5
User 290;19974;6;Movie 385;4
User 883;19982;6;Movie 902;4
User 422;19974;6;Movie 859;3
User 870;19974;6;Movie 527;5
User 758;19974;6;Movie 1023;4
User 747;19981;6;Movie 12;4
User 835;19981;6;Movie 423;4
User 830;19982;6;Movie 210;5
User 87;19974;6;Movie 222;4
User 871;19981;6;Movie 345;3
User 497;19974;6;Movie 367;4
User 659;19982;6;Movie 159;4
User 622;19974;6;Movie 98;5
User 524;19981;6;Movie 203;4
User 517;19982;6;Movie 25;2
User 880;19974;6;Movie 111;4
User 561;19981;6;Movie 79;3
User 865;19974;6;Movie 432;1
User 671;19981;6;Movie 455;4
User 533;19981;6;Movie 936;4
User 655;19981;6;Movie 12;3
User 699;19981;6;Movie 619;2
User 924;19981;6;Movie 258;3
User 495;19981;6;Movie 82;5
User 181;19974;6;Movie 1296;1
User 430;19974;6;Movie 235;2
User 173;19974;6;Movie 329;4
User 551;19982;6;Movie 1044;3
User 8;19974;6;Movie 222;5
User 936;19981;6;Movie 547;5
User 8;19974;6;Movie 431;2
User 891;19982;6;Movie 459;5
User 906;19974;6;Movie 10;4
User 363;19982;6;Movie 737;1
User 711;19981;6;Movie 354;3
User 894;19981;6;Movie 900;3
User 537;19981;6;Movie 283;4
User 736;19974;6;Movie 678;1
User 883;19982;6;Movie 229;4
User 407;19973;6;Movie 184;4
User 943;19981;6;Movie 1074;4
User 595;19981;6;Movie 410;4
User 675;19981;6;Movie 1628;5
User 5;19973;6;Movie 367;3
User 519;19974;6;Movie 879;5
User 655;19981;6;Movie 127;5
User 853;19974;6;Movie 327;3
User 666;19974;6;Movie 216;3
User 806;19974;6;Movie 181;2
User 624;19974;6;Movie 321;4
User 666;19974;6;Movie 143;2
User 806;19974;6;Movie 210;5
User 499;19981;6;Movie 143;3
User 749;19974;6;Movie 164;3
User 753;19982;6;Movie 185;3
User 324;19974;6;Movie 339;3
User 734;19981;6;Movie 603;4
User 725;19974;6;Movie 333;5
User 798;19974;6;Movie 1239;4
User 805;19974;6;Movie 1;4
User 535;19974;6;Movie 645;4
User 665;19981;6;Movie 1;4
User 59;19981;6;Movie 434;4
User 429;19974;6;Movie 147;2
User 843;19974;6;Movie 443;4
User 854;19974;6;Movie 274;3
User 463;19974;6;Movie 19;5
User 303;19974;6;Movie 121;3
User 415;19974;6;Movie 136;5
User 724;19981;6;Movie 259;2
User 59;19981;6;Movie 1093;5
User 503;19974;6;Movie 582;5
User 644;19981;6;Movie 250;4
User 825;19981;6;Movie 406;2
User 14;19974;6;Movie 919;4
User 682;19981;6;Movie 196;5
User 537;19981;6;Movie 271;2
User 833;19973;6;Movie 443;3
User 160;19974;6;Movie 458;5
User 653;19974;6;Movie 1207;1
User 479;19981;6;Movie 357;4
User 13;19982;6;Movie 916;4
User 542;19981;6;Movie 12;4
User 924;19981;6;Movie 705;5
User 729;19982;6;Movie 300;4
User 478;19981;6;Movie 195;4
User 868;19974;6;Movie 408;5
User 297;19973;6;Movie 144;3
User 909;19982;6;Movie 289;3
User 804;19974;6;Movie 168;5
User 395;19981;6;Movie 127;5
User 223;19982;6;Movie 873;3
User 363;19982;6;Movie 24;3
User 592;19974;6;Movie 196;5
User 501;19974;6;Movie 294;3
User 747;19981;6;Movie 519;5
User 682;19981;6;Movie 713;3
User 796;19982;6;Movie 859;2
User 412;19974;6;Movie 939;4
User 893;19973;6;Movie 144;4
User 758;19974;6;Movie 430;5
User 697;19974;6;Movie 1047;3
User 778;19981;6;Movie 281;2
User 690;19974;6;Movie 56;4
User 345;19981;6;Movie 238;5
User 666;19974;6;Movie 963;3
User 683;19982;6;Movie 269;3
User 674;19981;6;Movie 289;2
User 891;19982;6;Movie 285;5
User 639;19981;6;Movie 526;4
User 796;19982;6;Movie 307;4
User 871;19981;6;Movie 908;3
User 896;19981;6;Movie 993;4
User 721;19974;6;Movie 245;3
User 916;19974;6;Movie 295;2
User 301;19974;6;Movie 658;3
User 409;19974;6;Movie 923;5
User 702;19981;6;Movie 748;2
User 889;19974;6;Movie 470;4
User 354;19981;6;Movie 747;2
User 13;19974;6;Movie 235;2
User 797;19974;6;Movie 687;2
User 664;19974;6;Movie 83;4
User 632;19974;6;Movie 609;3
User 348;19981;6;Movie 237;4
User 295;19974;6;Movie 546;4
User 846;19981;6;Movie 184;5
User 653;19974;6;Movie 156;4
User 669;19981;6;Movie 132;4
User 756;19973;6;Movie 230;3
User 438;19974;6;Movie 148;5
User 506;19973;6;Movie 79;5
User 758;19974;6;Movie 887;5
User 653;19974;6;Movie 143;3
User 894;19974;6;Movie 535;4
User 638;19974;6;Movie 385;5
User 936;19981;6;Movie 741;4
User 792;19974;6;Movie 926;3
User 807;19982;6;Movie 381;2
User 630;19981;6;Movie 121;4
User 602;19981;6;Movie 880;4
User 476;19974;6;Movie 401;3
User 655;19981;6;Movie 1426;2
User 592;19974;6;Movie 117;5
User 747;19981;6;Movie 93;4
User 665;19981;6;Movie 239;3
User 931;19981;6;Movie 269;3
User 540;19974;6;Movie 333;4
User 727;19981;6;Movie 405;3
User 663;19981;6;Movie 235;2
User 702;19981;6;Movie 258;5
User 528;19981;6;Movie 258;4
User 921;19974;6;Movie 274;4
User 893;19973;6;Movie 246;3
User 896;19981;6;Movie 640;2
User 246;19981;6;Movie 418;3
User 894;19974;6;Movie 923;5
User 645;19982;6;Movie 47;4
User 620;19981;6;Movie 138;5
User 688;19981;6;Movie 307;4
User 497;19974;6;Movie 440;1
User 782;19982;6;Movie 247;1
User 58;19981;6;Movie 1;5
User 543;19974;6;Movie 660;3
User 389;19974;6;Movie 524;5
User 725;19974;6;Movie 322;4
User 334;19982;6;Movie 1020;4
User 833;19973;6;Movie 262;2
User 846;19981;6;Movie 42;5
User 129;19974;6;Movie 300;3
User 221;19973;6;Movie 12;5
User 805;19974;6;Movie 748;2
User 308;19981;6;Movie 273;2
User 936;19981;6;Movie 591;4
User 92;19973;6;Movie 685;3
User 561;19981;6;Movie 473;3
User 419;19974;6;Movie 28;3
User 312;19982;6;Movie 213;5
User 474;19981;6;Movie 323;2
User 847;19974;6;Movie 261;1
User 648;19981;6;Movie 449;3
User 560;19974;6;Movie 264;3
User 385;19974;6;Movie 1118;3
User 638;19974;6;Movie 523;4
User 568;19974;6;Movie 519;3
User 897;19974;6;Movie 33;5
User 795;19974;6;Movie 395;2
User 885;19981;6;Movie 88;4
User 851;19974;6;Movie 228;4
User 880;19974;6;Movie 156;4
User 152;19974;6;Movie 283;4
User 458;19981;6;Movie 433;4
User 880;19974;6;Movie 11;4
User 864;19981;6;Movie 231;3
User 57;19981;6;Movie 477;4
User 455;19974;6;Movie 230;3
User 906;19974;6;Movie 475;3
User 85;19974;6;Movie 405;2
User 682;19981;6;Movie 290;1
User 328;19981;6;Movie 983;3
User 894;19974;6;Movie 1010;4
User 922;19982;6;Movie 257;4
User 694;19974;6;Movie 836;4
User 48;19974;6;Movie 1063;3
User 566;19974;6;Movie 86;4
User 234;19982;6;Movie 837;3
User 756;19973;6;Movie 235;3
User 733;19974;6;Movie 1163;2
User 933;19973;6;Movie 583;3
User 455;19974;6;Movie 82;5
User 168;19981;6;Movie 546;3
User 592;19974;6;Movie 285;5
User 145;19981;6;Movie 449;3
User 500;19981;6;Movie 582;4
User 454;19981;6;Movie 463;2
User 130;19973;6;Movie 123;4
User 618;19981;6;Movie 121;4
User 894;19974;6;Movie 111;3
User 130;19974;6;Movie 291;4
User 184;19981;6;Movie 160;3
User 606;19974;6;Movie 468;4
User 711;19974;6;Movie 655;4
User 727;19981;6;Movie 278;2
User 680;19974;6;Movie 150;5
User 627;19974;6;Movie 187;5
User 934;19981;6;Movie 1449;5
User 288;19981;6;Movie 176;4
User 830;19982;6;Movie 98;5
User 741;19981;6;Movie 699;4
User 896;19981;6;Movie 1134;3
User 913;19974;6;Movie 432;3
User 450;19974;6;Movie 776;4
User 758;19974;6;Movie 38;3
User 545;19981;6;Movie 434;3
User 159;19982;6;Movie 873;2
User 586;19981;6;Movie 184;2
User 747;19981;6;Movie 525;5
User 774;19981;6;Movie 196;3
User 922;19982;6;Movie 471;3
User 235;19981;6;Movie 170;4
User 804;19974;6;Movie 1411;3
User 780;19981;6;Movie 164;4
User 778;19981;6;Movie 54;2
User 793;19973;6;Movie 508;4
User 762;19974;6;Movie 274;4
User 892;19981;6;Movie 50;5
User 815;19974;6;Movie 647;5
User 501;19974;6;Movie 1014;4
User 145;19973;6;Movie 628;2
User 901;19974;6;Movie 140;4
User 741;19981;6;Movie 174;5
User 417;19974;6;Movie 40;3
User 559;19981;6;Movie 205;5
User 838;19981;6;Movie 286;4
User 119;19973;6;Movie 449;5
User 613;19981;6;Movie 576;3
User 537;19981;6;Movie 513;4
User 900;19974;6;Movie 288;2
User 479;19974;6;Movie 474;5
User 545;19974;6;Movie 944;4
User 639;19981;6;Movie 604;4
User 747;19981;6;Movie 190;4
User 880;19974;6;Movie 288;4
User 63;19974;6;Movie 14;4
User 851;19974;6;Movie 977;3
User 882;19974;6;Movie 662;3
User 840;19981;6;Movie 7;4
User 906;19974;6;Movie 7;3
User 864;19981;6;Movie 67;4
User 587;19982;6;Movie 1265;4
User 568;19974;6;Movie 179;2
User 885;19981;6;Movie 151;4
User 514;19973;6;Movie 89;4
User 677;19981;6;Movie 109;1
User 942;19981;6;Movie 878;4
User 357;19974;6;Movie 926;4
User 717;19981;6;Movie 288;1
User 885;19981;6;Movie 386;2
User 851;19981;6;Movie 346;5
User 690;19974;6;Movie 167;2
User 242;19974;6;Movie 294;4
User 385;19974;6;Movie 558;2
User 846;19981;6;Movie 498;4
User 895;19974;6;Movie 13;5
User 727;19981;6;Movie 685;3
User 653;19974;6;Movie 531;5
User 210;19981;6;Movie 168;5
User 565;19981;6;Movie 190;5
User 733;19974;6;Movie 744;4
User 934;19981;6;Movie 436;3
User 911;19982;6;Movie 190;5
User 733;19974;6;Movie 1085;4
User 875;19974;6;Movie 183;5
User 699;19981;6;Movie 10;4
User 896;19981;6;Movie 87;4
User 435;19981;6;Movie 194;4
User 145;19973;6;Movie 742;4
User 848;19981;6;Movie 200;2
User 941;19973;6;Movie 993;4
User 450;19981;6;Movie 519;4
User 660;19982;6;Movie 219;1
User 350;19974;6;Movie 187;5
User 481;19981;6;Movie 88;4
User 406;19974;6;Movie 702;3
User 455;19974;6;Movie 250;3
User 454;19974;6;Movie 285;2
User 846;19981;6;Movie 1066;3
User 698;19981;6;Movie 487;2
User 882;19974;6;Movie 168;5
User 59;19981;6;Movie 193;4
User 919;19973;6;Movie 285;5
User 660;19981;6;Movie 456;1
User 844;19974;6;Movie 260;1
User 840;19981;6;Movie 121;2
User 306;19974;6;Movie 1251;5
User 624;19974;6;Movie 477;3
User 757;19981;6;Movie 153;3
User 735;19974;6;Movie 748;3
User 533;19974;6;Movie 1291;1
User 858;19974;6;Movie 100;3
User 405;19981;6;Movie 99;5
User 428;19981;6;Movie 352;4
User 269;19982;6;Movie 52;4
User 616;19981;6;Movie 879;4
User 664;19974;6;Movie 182;4
User 131;19981;6;Movie 297;4
User 499;19981;6;Movie 525;4
User 766;19981;6;Movie 133;3
User 395;19981;6;Movie 866;3
User 314;19974;6;Movie 1063;5
User 600;19981;6;Movie 511;5
User 828;19981;6;Movie 1466;4
User 650;19982;6;Movie 301;2
User 328;19982;6;Movie 313;4
User 921;19974;6;Movie 227;3
User 835;19981;6;Movie 196;5
User 561;19981;6;Movie 802;1
User 826;19981;6;Movie 176;5
User 744;19974;6;Movie 302;5
User 704;19982;6;Movie 269;4
User 630;19981;6;Movie 213;2
User 44;19974;6;Movie 87;5
User 606;19974;6;Movie 211;5
User 617;19981;6;Movie 656;4
User 59;19981;6;Movie 519;4
User 552;19974;6;Movie 756;2
User 344;19981;6;Movie 408;5
User 751;19981;6;Movie 11;1
User 620;19981;6;Movie 237;4
User 889;19974;6;Movie 121;4
User 374;19981;6;Movie 829;2
User 508;19981;6;Movie 183;5
User 871;19981;6;Movie 17;3
User 682;19981;6;Movie 833;1
User 716;19974;6;Movie 486;5
User 365;19981;6;Movie 1011;3
User 601;19974;6;Movie 294;1
User 883;19982;6;Movie 209;3
User 927;19974;6;Movie 69;4
User 798;19974;6;Movie 378;4
User 727;19981;6;Movie 511;4
User 905;19981;6;Movie 124;4
User 749;19974;6;Movie 291;4
User 686;19974;6;Movie 265;4
User 622;19974;6;Movie 586;3
User 796;19982;6;Movie 879;4
User 865;19974;6;Movie 472;1
User 622;19974;6;Movie 404;3
User 577;19974;6;Movie 472;4
User 160;19974;6;Movie 129;4
User 934;19981;6;Movie 393;2
User 867;19974;6;Movie 186;5
User 507;19981;6;Movie 288;5
User 625;19981;6;Movie 1016;2
User 286;19974;6;Movie 280;4
User 550;19974;6;Movie 596;2
User 802;19974;6;Movie 302;4
User 871;19981;6;Movie 876;3
User 276;19973;6;Movie 428;4
User 644;19981;6;Movie 871;4
User 389;19974;6;Movie 969;4
User 717;19981;6;Movie 298;3
User 799;19974;6;Movie 289;3
User 930;19974;6;Movie 151;2
User 918;19982;6;Movie 443;3
User 756;19973;6;Movie 197;2
User 299;19974;6;Movie 12;5
User 13;19974;6;Movie 826;5
User 655;19981;6;Movie 640;2
User 883;19982;6;Movie 464;5
User 665;19981;6;Movie 151;3
User 788;19974;6;Movie 331;4
User 625;19982;6;Movie 522;3
User 721;19974;6;Movie 406;1
User 199;19981;6;Movie 269;5
User 655;19981;6;Movie 160;3
User 697;19974;6;Movie 257;5
User 693;19973;6;Movie 742;3
User 898;19981;6;Movie 270;4
User 330;19974;6;Movie 403;5
User 605;19974;6;Movie 371;5
User 696;19981;6;Movie 311;5
User 295;19974;6;Movie 402;5
User 807;19982;6;Movie 1133;3
User 254;19981;6;Movie 451;2
User 192;19974;6;Movie 255;2
User 363;19982;6;Movie 751;1
User 452;19973;6;Movie 504;2
User 860;19981;6;Movie 202;4
User 896;19981;6;Movie 291;3
User 361;19974;6;Movie 319;5
User 930;19974;6;Movie 288;1
User 297;19973;6;Movie 357;4
User 451;19974;6;Movie 302;3
User 117;19974;6;Movie 931;3
User 218;19974;6;Movie 514;4
User 860;19981;6;Movie 316;3
User 1;19973;6;Movie 165;5
User 442;19974;6;Movie 218;3
User 655;19981;6;Movie 785;2
User 577;19974;6;Movie 48;5
User 860;19974;6;Movie 333;3
